dataset_id,row_id,concept,label,label_known,label_raw,view,sex,age,width,height,type_id
coco,000000095176,person,1,true,1,,,,600,450,a2_s2
coco,000000095176,dog,0,true,0,,,,600,450,a2_s2
coco,000000095176,car,0,true,0,,,,600,450,a2_s2
coco,000000095176,chair,0,true,0,,,,600,450,a2_s2
coco,000000095176,bottle,0,true,0,,,,600,450,a2_s2
coco,000000095176,bicycle,0,true,0,,,,600,450,a2_s2
coco,000000266228,person,0,true,0,,,,640,427,a2_s2
coco,000000266228,dog,0,true,0,,,,640,427,a2_s2
coco,000000266228,car,0,true,0,,,,640,427,a2_s2
coco,000000266228,chair,0,true,0,,,,640,427,a2_s2
coco,000000266228,bottle,0,true,0,,,,640,427,a2_s2
coco,000000266228,bicycle,0,true,0,,,,640,427,a2_s2
coco,000000364618,person,0,true,0,,,,640,480,a2_s2
coco,000000364618,dog,0,true,0,,,,640,480,a2_s2
coco,000000364618,car,0,true,0,,,,640,480,a2_s2
coco,000000364618,chair,0,true,0,,,,640,480,a2_s2
coco,000000364618,bottle,0,true,0,,,,640,480,a2_s2
coco,000000364618,bicycle,0,true,0,,,,640,480,a2_s2
coco,000000557451,person,0,true,0,,,,640,640,a1_s2
coco,000000557451,dog,0,true,0,,,,640,640,a1_s2
coco,000000557451,car,0,true,0,,,,640,640,a1_s2
coco,000000557451,chair,0,true,0,,,,640,640,a1_s2
coco,000000557451,bottle,0,true,0,,,,640,640,a1_s2
coco,000000557451,bicycle,1,true,1,,,,640,640,a1_s2
coco,000000553308,person,1,true,1,,,,640,480,a2_s2
coco,000000553308,dog,0,true,0,,,,640,480,a2_s2
coco,000000553308,car,0,true,0,,,,640,480,a2_s2
coco,000000553308,chair,0,true,0,,,,640,480,a2_s2
coco,000000553308,bottle,0,true,0,,,,640,480,a2_s2
coco,000000553308,bicycle,0,true,0,,,,640,480,a2_s2
coco,000000103547,person,1,true,1,,,,561,640,a1_s2
coco,000000103547,dog,0,true,0,,,,561,640,a1_s2
coco,000000103547,car,0,true,0,,,,561,640,a1_s2
coco,000000103547,chair,0,true,0,,,,561,640,a1_s2
coco,000000103547,bottle,0,true,0,,,,561,640,a1_s2
coco,000000103547,bicycle,0,true,0,,,,561,640,a1_s2
coco,000000346107,person,0,true,0,,,,640,427,a2_s2
coco,000000346107,dog,0,true,0,,,,640,427,a2_s2
coco,000000346107,car,0,true,0,,,,640,427,a2_s2
coco,000000346107,chair,0,true,0,,,,640,427,a2_s2
coco,000000346107,bottle,0,true,0,,,,640,427,a2_s2
coco,000000346107,bicycle,0,true,0,,,,640,427,a2_s2
coco,000000308078,person,0,true,0,,,,480,640,a0_s2
coco,000000308078,dog,1,true,1,,,,480,640,a0_s2
coco,000000308078,car,0,true,0,,,,480,640,a0_s2
coco,000000308078,chair,0,true,0,,,,480,640,a0_s2
coco,000000308078,bottle,0,true,0,,,,480,640,a0_s2
coco,000000308078,bicycle,0,true,0,,,,480,640,a0_s2
coco,000000577939,person,1,true,1,,,,473,640,a0_s2
coco,000000577939,dog,0,true,0,,,,473,640,a0_s2
coco,000000577939,car,0,true,0,,,,473,640,a0_s2
coco,000000577939,chair,0,true,0,,,,473,640,a0_s2
coco,000000577939,bottle,0,true,0,,,,473,640,a0_s2
coco,000000577939,bicycle,0,true,0,,,,473,640,a0_s2
coco,000000112604,person,1,true,1,,,,500,375,a2_s1
coco,000000112604,dog,0,true,0,,,,500,375,a2_s1
coco,000000112604,car,0,true,0,,,,500,375,a2_s1
coco,000000112604,chair,1,true,1,,,,500,375,a2_s1
coco,000000112604,bottle,0,true,0,,,,500,375,a2_s1
coco,000000112604,bicycle,0,true,0,,,,500,375,a2_s1
coco,000000044266,person,0,true,0,,,,640,480,a2_s2
coco,000000044266,dog,0,true,0,,,,640,480,a2_s2
coco,000000044266,car,0,true,0,,,,640,480,a2_s2
coco,000000044266,chair,1,true,1,,,,640,480,a2_s2
